id,innings_id,over_number,ball_number,striker_id,non_striker_id,bowler_id,runs_off_bat,extras,extra_type,is_legal_delivery,wicket_fell,wicket_type,dismissed_player_id,fielder_name,shot_type,shot_zone,notes
22,1,3,3,15,1,23,0,1,no_ball,FALSE,FALSE,,,,flick,mid_on_inside,"{""phase"":""powerplay"",""score"":""37/0"",""crr"":11.1,""rrr"":"""",""pressure"":0.057,""xRuns"":1.683,""xWicket"":0.006,""risk"":0.576,""control"":0.599}"
23,1,3,3,15,1,23,1,0,,TRUE,FALSE,,,,clip,fine_leg_inside,"{""phase"":""powerplay"",""score"":""38/0"",""crr"":10.86,""rrr"":"""",""pressure"":0.057,""xRuns"":1.683,""xWicket"":0.018,""risk"":0.576,""control"":0.662}"
24,1,3,4,1,15,23,1,0,,TRUE,FALSE,,,,slog,fine_leg_inside,"{""phase"":""powerplay"",""score"":""39/0"",""crr"":10.64,""rrr"":"""",""pressure"":0.059,""xRuns"":1.59,""xWicket"":0.021,""risk"":0.498,""control"":0.62}"
25,1,3,5,15,1,23,0,1,wide,FALSE,FALSE,,,,scoop,deep_extra_cover,"{""phase"":""powerplay"",""score"":""40/0"",""crr"":10.91,""rrr"":"""",""pressure"":0.062,""xRuns"":1.681,""xWicket"":0.006,""risk"":0.578,""control"":0.569}"
26,1,3,5,15,1,23,1,0,,TRUE,FALSE,,,,straight_drive,square_leg_inside,"{""phase"":""powerplay"",""score"":""41/0"",""crr"":10.7,""rrr"":"""",""pressure"":0.062,""xRuns"":1.681,""xWicket"":0.018,""risk"":0.578,""control"":0.591}"
27,1,3,6,1,15,23,1,0,,TRUE,FALSE,,,,scoop,silly_point,"{""phase"":""powerplay"",""score"":""42/0"",""crr"":10.5,""rrr"":"""",""pressure"":0.065,""xRuns"":1.587,""xWicket"":0.021,""risk"":0.501,""control"":0.54}"
28,1,4,1,1,15,25,2,0,,TRUE,FALSE,,,,ramp,deep_extra_cover,"{""phase"":""powerplay"",""score"":""44/0"",""crr"":10.56,""rrr"":"""",""pressure"":0.068,""xRuns"":1.595,""xWicket"":0.02,""risk"":0.502,""control"":0.523}"
29,1,4,2,1,15,25,4,0,,TRUE,FALSE,,,,on_drive,mid_on_area,"{""phase"":""powerplay"",""score"":""48/0"",""crr"":11.08,""rrr"":"""",""pressure"":0.071,""xRuns"":1.594,""xWicket"":0.02,""risk"":0.653,""control"":0.626}"
30,1,4,3,1,15,25,0,0,,TRUE,FALSE,,,,lofted_drive,deep_square_leg,"{""phase"":""powerplay"",""score"":""48/0"",""crr"":10.67,""rrr"":"""",""pressure"":0.074,""xRuns"":1.593,""xWicket"":0.02,""risk"":0.505,""control"":0.534}"
31,1,4,4,1,15,25,1,0,,TRUE,FALSE,,,,straight_drive,long_off,"{""phase"":""powerplay"",""score"":""49/0"",""crr"":10.5,""rrr"":"""",""pressure"":0.077,""xRuns"":1.592,""xWicket"":0.021,""risk"":0.506,""control"":0.534}"
32,1,4,5,15,1,25,1,0,,TRUE,FALSE,,,,pull,long_off,"{""phase"":""powerplay"",""score"":""50/0"",""crr"":10.34,""rrr"":"""",""pressure"":0.079,""xRuns"":1.683,""xWicket"":0.018,""risk"":0.586,""control"":0.578}"
33,1,4,6,1,15,25,4,0,,TRUE,FALSE,,,,reverse_sweep,fine_leg_inside,"{""phase"":""powerplay"",""score"":""54/0"",""crr"":10.8,""rrr"":"""",""pressure"":0.082,""xRuns"":1.589,""xWicket"":0.021,""risk"":0.658,""control"":0.569}"
34,1,5,1,15,1,29,4,0,,TRUE,FALSE,,,,reverse_sweep,fine_leg_inside,"{""phase"":""powerplay"",""score"":""58/0"",""crr"":11.23,""rrr"":"""",""pressure"":0.085,""xRuns"":1.576,""xWicket"":0.028,""risk"":0.738,""control"":0.541}"
35,1,5,2,15,1,29,1,0,,TRUE,FALSE,,,,defence,mid_on_inside,"{""phase"":""powerplay"",""score"":""59/0"",""crr"":11.06,""rrr"":"""",""pressure"":0.088,""xRuns"":1.574,""xWicket"":0.028,""risk"":0.59,""control"":0.612}"
36,1,5,3,1,15,29,1,0,,TRUE,FALSE,,,,straight_drive,cover_point_inside,"{""phase"":""powerplay"",""score"":""60/0"",""crr"":10.91,""rrr"":"""",""pressure"":0.091,""xRuns"":1.481,""xWicket"":0.031,""risk"":0.512,""control"":0.507}"
37,1,5,4,15,1,29,2,0,,TRUE,FALSE,,,,sweep,cover_inside,"{""phase"":""powerplay"",""score"":""62/0"",""crr"":10.94,""rrr"":"""",""pressure"":0.094,""xRuns"":1.572,""xWicket"":0.029,""risk"":0.592,""control"":0.616}"
38,1,5,5,15,1,29,4,0,,TRUE,FALSE,,,,clip,mid_on_inside,"{""phase"":""powerplay"",""score"":""66/0"",""crr"":11.31,""rrr"":"""",""pressure"":0.096,""xRuns"":1.571,""xWicket"":0.029,""risk"":0.743,""control"":0.63}"
39,1,5,6,15,1,29,1,0,,TRUE,FALSE,,,,clip,mid_off,"{""phase"":""powerplay"",""score"":""67/0"",""crr"":11.17,""rrr"":"""",""pressure"":0.099,""xRuns"":1.57,""xWicket"":0.029,""risk"":0.595,""control"":0.64}"
40,1,6,1,15,1,22,1,0,,TRUE,FALSE,,,,late_cut,short_leg,"{""phase"":""middle"",""score"":""68/0"",""crr"":11.03,""rrr"":"""",""pressure"":0.102,""xRuns"":1.645,""xWicket"":0.022,""risk"":0.596,""control"":0.676}"
41,1,6,2,1,15,22,0,0,,TRUE,FALSE,,,,lofted_drive,short_leg,"{""phase"":""middle"",""score"":""68/0"",""crr"":10.74,""rrr"":"""",""pressure"":0.105,""xRuns"":1.551,""xWicket"":0.025,""risk"":0.519,""control"":0.64}"
42,1,6,3,1,15,22,0,0,,TRUE,FALSE,,,,paddle_sweep,deep_square_leg,"{""phase"":""middle"",""score"":""68/0"",""crr"":10.46,""rrr"":"""",""pressure"":0.108,""xRuns"":1.55,""xWicket"":0.025,""risk"":0.52,""control"":0.634}"
43,1,6,4,1,15,22,2,0,,TRUE,FALSE,,,,defence,long_off,"{""phase"":""middle"",""score"":""70/0"",""crr"":10.5,""rrr"":"""",""pressure"":0.111,""xRuns"":1.549,""xWicket"":0.025,""risk"":0.521,""control"":0.534}"
44,1,6,5,1,15,22,0,0,,TRUE,FALSE,,,,pull,short_leg,"{""phase"":""middle"",""score"":""70/0"",""crr"":10.24,""rrr"":"""",""pressure"":0.113,""xRuns"":1.548,""xWicket"":0.025,""risk"":0.522,""control"":0.625}"
45,1,6,6,1,15,22,4,0,,TRUE,FALSE,,,,hook,silly_mid_wicket,"{""phase"":""middle"",""score"":""74/0"",""crr"":10.57,""rrr"":"""",""pressure"":0.116,""xRuns"":1.547,""xWicket"":0.025,""risk"":0.674,""control"":0.528}"
46,1,7,1,15,1,24,6,0,,TRUE,FALSE,,,,ramp,mid_on_inside,"{""phase"":""middle"",""score"":""80/0"",""crr"":11.16,""rrr"":"""",""pressure"":0.119,""xRuns"":1.638,""xWicket"":0.022,""risk"":0.754,""control"":0.643}"
47,1,7,2,15,1,24,4,0,,TRUE,FALSE,,,,reverse_sweep,deep_extra_cover,"{""phase"":""middle"",""score"":""84/0"",""crr"":11.45,""rrr"":"""",""pressure"":0.122,""xRuns"":1.636,""xWicket"":0.023,""risk"":0.755,""control"":0.676}"
48,1,7,3,15,1,24,1,0,,TRUE,FALSE,,,,reverse_sweep,silly_point,"{""phase"":""middle"",""score"":""85/0"",""crr"":11.33,""rrr"":"""",""pressure"":0.125,""xRuns"":1.635,""xWicket"":0.023,""risk"":0.606,""control"":0.556}"
49,1,7,4,1,15,24,6,0,,TRUE,FALSE,,,,defence,deep_cover,"{""phase"":""middle"",""score"":""91/0"",""crr"":11.87,""rrr"":"""",""pressure"":0.128,""xRuns"":1.542,""xWicket"":0.026,""risk"":0.679,""control"":0.669}"
50,1,7,5,1,15,24,0,0,,TRUE,FALSE,,,,late_cut,silly_mid_wicket,"{""phase"":""middle"",""score"":""91/0"",""crr"":11.62,""rrr"":"""",""pressure"":0.13,""xRuns"":1.541,""xWicket"":0.026,""risk"":0.53,""control"":0.561}"
51,1,7,6,1,15,24,1,0,,TRUE,FALSE,,,,late_cut,silly_mid_on,"{""phase"":""middle"",""score"":""92/0"",""crr"":11.5,""rrr"":"""",""pressure"":0.133,""xRuns"":1.539,""xWicket"":0.026,""risk"":0.531,""control"":0.614}"
52,1,8,1,1,15,23,2,0,,TRUE,FALSE,,,,straight_drive,cover_point_inside,"{""phase"":""middle"",""score"":""94/0"",""crr"":11.51,""rrr"":"""",""pressure"":0.136,""xRuns"":1.557,""xWicket"":0.024,""risk"":0.533,""control"":0.595}"
53,1,8,2,1,15,23,4,0,,TRUE,FALSE,,,,ramp,deep_extra_cover,"{""phase"":""middle"",""score"":""98/0"",""crr"":11.76,""rrr"":"""",""pressure"":0.139,""xRuns"":1.556,""xWicket"":0.024,""risk"":0.684,""control"":0.655}"
54,1,8,3,1,15,23,2,0,,TRUE,FALSE,,,,clip,square_leg_inside,"{""phase"":""middle"",""score"":""100/0"",""crr"":11.76,""rrr"":"""",""pressure"":0.142,""xRuns"":1.555,""xWicket"":0.024,""risk"":0.535,""control"":0.636}"
55,1,8,4,1,15,23,2,0,,TRUE,FALSE,,,,lofted,deep_extra_cover,"{""phase"":""middle"",""score"":""102/0"",""crr"":11.77,""rrr"":"""",""pressure"":0.145,""xRuns"":1.553,""xWicket"":0.025,""risk"":0.537,""control"":0.618}"
56,1,8,5,1,15,23,1,0,,TRUE,FALSE,,,,late_cut,third_point,"{""phase"":""middle"",""score"":""103/0"",""crr"":11.66,""rrr"":"""",""pressure"":0.147,""xRuns"":1.553,""xWicket"":0.025,""risk"":0.538,""control"":0.598}"
57,1,8,6,15,1,23,1,0,,TRUE,FALSE,,,,scoop,third_point,"{""phase"":""middle"",""score"":""104/0"",""crr"":11.56,""rrr"":"""",""pressure"":0.15,""xRuns"":1.644,""xWicket"":0.022,""risk"":0.618,""control"":0.673}"
58,1,9,1,15,1,25,1,0,,TRUE,FALSE,,,,reverse_sweep,short_leg,"{""phase"":""middle"",""score"":""105/0"",""crr"":11.45,""rrr"":"""",""pressure"":0.153,""xRuns"":1.652,""xWicket"":0.021,""risk"":0.619,""control"":0.555}"
59,1,9,2,1,15,25,0,0,,TRUE,FALSE,,,,clip,silly_mid_wicket,"{""phase"":""middle"",""score"":""105/0"",""crr"":11.25,""rrr"":"""",""pressure"":0.156,""xRuns"":1.558,""xWicket"":0.024,""risk"":0.542,""control"":0.601}"
60,1,9,3,1,15,25,4,0,,TRUE,FALSE,,,,lofted,fine_leg_inside,"{""phase"":""middle"",""score"":""109/0"",""crr"":11.47,""rrr"":"""",""pressure"":0.159,""xRuns"":1.557,""xWicket"":0.024,""risk"":0.693,""control"":0.549}"
61,1,9,4,1,15,25,4,0,,TRUE,FALSE,,,,square_cut,deep_extra_cover,"{""phase"":""middle"",""score"":""113/0"",""crr"":11.69,""rrr"":"""",""pressure"":0.162,""xRuns"":1.556,""xWicket"":0.024,""risk"":0.694,""control"":0.561}"
62,1,9,5,1,15,25,0,0,,TRUE,FALSE,,,,clip,silly_mid_on,"{""phase"":""middle"",""score"":""113/0"",""crr"":11.49,""rrr"":"""",""pressure"":0.164,""xRuns"":1.555,""xWicket"":0.024,""risk"":0.545,""control"":0.61}"
63,1,9,6,1,15,25,1,0,,TRUE,FALSE,,,,lofted,deep_cover,"{""phase"":""middle"",""score"":""114/0"",""crr"":11.4,""rrr"":"""",""pressure"":0.167,""xRuns"":1.554,""xWicket"":0.025,""risk"":0.547,""control"":0.54}"
64,1,10,1,1,15,29,1,0,,TRUE,FALSE,,,,defence,third_point,"{""phase"":""middle"",""score"":""115/0"",""crr"":11.31,""rrr"":"""",""pressure"":0.17,""xRuns"":1.448,""xWicket"":0.035,""risk"":0.548,""control"":0.543}"
65,1,10,2,15,1,29,0,0,,TRUE,FALSE,,,,sweep,long_on,"{""phase"":""middle"",""score"":""115/0"",""crr"":11.13,""rrr"":"""",""pressure"":0.173,""xRuns"":1.539,""xWicket"":0.032,""risk"":0.628,""control"":0.535}"
66,1,10,3,15,1,29,0,0,,TRUE,FALSE,,,,flick,cover_point_inside,"{""phase"":""middle"",""score"":""115/0"",""crr"":10.95,""rrr"":"""",""pressure"":0.176,""xRuns"":1.537,""xWicket"":0.032,""risk"":0.629,""control"":0.63}"
67,1,10,4,15,1,29,0,0,,TRUE,FALSE,,,,lofted,mid_on_inside,"{""phase"":""middle"",""score"":""115/0"",""crr"":10.78,""rrr"":"""",""pressure"":0.179,""xRuns"":1.536,""xWicket"":0.032,""risk"":0.631,""control"":0.633}"
68,1,10,5,15,1,29,0,0,,TRUE,FALSE,,,,drive,deep_cover,"{""phase"":""middle"",""score"":""115/0"",""crr"":10.62,""rrr"":"""",""pressure"":0.181,""xRuns"":1.535,""xWicket"":0.033,""risk"":0.631,""control"":0.578}"
69,1,10,6,15,1,29,6,1,no_ball,FALSE,FALSE,,,,defence,deep_extra_cover,"{""phase"":""middle"",""score"":""122/0"",""crr"":11.26,""rrr"":"""",""pressure"":0.184,""xRuns"":1.534,""xWicket"":0.006,""risk"":0.783,""control"":0.616}"
70,1,10,6,15,1,29,4,0,,TRUE,FALSE,,,,straight_drive,square_leg_inside,"{""phase"":""middle"",""score"":""126/0"",""crr"":11.45,""rrr"":"""",""pressure"":0.184,""xRuns"":1.534,""xWicket"":0.033,""risk"":0.783,""control"":0.64}"
71,1,11,1,1,15,22,1,0,,TRUE,FALSE,,,,glance,short_leg,"{""phase"":""middle"",""score"":""127/0"",""crr"":11.37,""rrr"":"""",""pressure"":0.187,""xRuns"":1.517,""xWicket"":0.028,""risk"":0.556,""control"":0.547}"
72,1,11,2,15,1,22,0,0,,TRUE,FALSE,,,,sweep,cover_point_inside,"{""phase"":""middle"",""score"":""127/0"",""crr"":11.21,""rrr"":"""",""pressure"":0.19,""xRuns"":1.608,""xWicket"":0.026,""risk"":0.636,""control"":0.66}"
73,1,11,3,15,1,22,2,0,,TRUE,FALSE,,,,lofted,long_off,"{""phase"":""middle"",""score"":""129/0"",""crr"":11.22,""rrr"":"""",""pressure"":0.193,""xRuns"":1.606,""xWicket"":0.026,""risk"":0.637,""control"":0.583}"
74,1,11,4,15,1,22,1,0,,TRUE,FALSE,,,,ramp,straight_inside,"{""phase"":""middle"",""score"":""130/0"",""crr"":11.14,""rrr"":"""",""pressure"":0.196,""xRuns"":1.605,""xWicket"":0.026,""risk"":0.638,""control"":0.658}"
75,1,11,5,1,15,22,0,0,,TRUE,FALSE,,,,on_drive,mid_on_area,"{""phase"":""middle"",""score"":""130/0"",""crr"":10.99,""rrr"":"""",""pressure"":0.198,""xRuns"":1.512,""xWicket"":0.029,""risk"":0.561,""control"":0.645}"
76,1,11,6,1,15,22,4,0,,TRUE,FALSE,,,,cover_drive,fine_leg,"{""phase"":""middle"",""score"":""134/0"",""crr"":11.17,""rrr"":"""",""pressure"":0.201,""xRuns"":1.511,""xWicket"":0.029,""risk"":0.712,""control"":0.529}"
77,1,12,1,15,1,24,0,0,,TRUE,TRUE,run_out,15,Tanush Chaturvedi,slog,deep_square_leg,"{""phase"":""middle"",""score"":""134/0"",""crr"":11.01,""rrr"":"""",""pressure"":0.204,""xRuns"":1.602,""xWicket"":0.026,""risk"":0.642,""control"":0.579}"
78,1,12,2,6,1,24,3,0,,TRUE,FALSE,,,,reverse_sweep,cover_inside,"{""phase"":""middle"",""score"":""137/1"",""crr"":11.11,""rrr"":"""",""pressure"":0.233,""xRuns"":1.654,""xWicket"":0.034,""risk"":0.769,""control"":0.516}"
79,1,12,3,1,6,24,1,0,,TRUE,FALSE,,,,scoop,third_point,"{""phase"":""middle"",""score"":""138/1"",""crr"":11.04,""rrr"":"""",""pressure"":0.236,""xRuns"":1.496,""xWicket"":0.03,""risk"":0.578,""control"":0.638}"
80,1,12,4,6,1,24,1,0,,TRUE,FALSE,,,,drive,silly_mid_wicket,"{""phase"":""middle"",""score"":""139/1"",""crr"":10.97,""rrr"":"""",""pressure"":0.239,""xRuns"":1.652,""xWicket"":0.034,""risk"":0.772,""control"":0.52}"
81,1,12,5,1,6,24,1,0,,TRUE,FALSE,,,,upper_cut,third_point,"{""phase"":""middle"",""score"":""140/1"",""crr"":10.91,""rrr"":"""",""pressure"":0.241,""xRuns"":1.494,""xWicket"":0.031,""risk"":0.58,""control"":0.631}"
82,1,12,6,6,1,24,0,0,,TRUE,FALSE,,,,clip,silly_mid_wicket,"{""phase"":""middle"",""score"":""140/1"",""crr"":10.77,""rrr"":"""",""pressure"":0.244,""xRuns"":1.65,""xWicket"":0.034,""risk"":0.774,""control"":0.655}"
83,1,13,1,1,6,23,0,0,,TRUE,FALSE,,,,upper_cut,deep_square_leg,"{""phase"":""middle"",""score"":""140/1"",""crr"":10.63,""rrr"":"""",""pressure"":0.247,""xRuns"":1.511,""xWicket"":0.029,""risk"":0.583,""control"":0.665}"
84,1,13,2,1,6,23,1,0,,TRUE,FALSE,,,,sweep,silly_mid_on,"{""phase"":""middle"",""score"":""141/1"",""crr"":10.57,""rrr"":"""",""pressure"":0.25,""xRuns"":1.509,""xWicket"":0.029,""risk"":0.584,""control"":0.614}"
85,1,13,3,6,1,23,1,0,,TRUE,FALSE,,,,slog,straight_inside,"{""phase"":""middle"",""score"":""142/1"",""crr"":10.52,""rrr"":"""",""pressure"":0.253,""xRuns"":1.665,""xWicket"":0.033,""risk"":0.778,""control"":0.577}"
86,1,13,4,1,6,23,0,0,,TRUE,FALSE,,,,late_cut,mid_on_inside,"{""phase"":""middle"",""score"":""142/1"",""crr"":10.39,""rrr"":"""",""pressure"":0.256,""xRuns"":1.507,""xWicket"":0.03,""risk"":0.587,""control"":0.59}"
87,1,13,5,1,6,23,4,0,,TRUE,FALSE,,,,slog,cover_inside,"{""phase"":""middle"",""score"":""146/1"",""crr"":10.55,""rrr"":"""",""pressure"":0.258,""xRuns"":1.506,""xWicket"":0.03,""risk"":0.738,""control"":0.619}"
88,1,13,6,1,6,23,0,0,,TRUE,FALSE,,,,flick,third_point,"{""phase"":""middle"",""score"":""146/1"",""crr"":10.43,""rrr"":"""",""pressure"":0.261,""xRuns"":1.505,""xWicket"":0.03,""risk"":0.589,""control"":0.567}"
89,1,14,1,6,1,25,3,0,,TRUE,FALSE,,,,defence,third_point,"{""phase"":""middle"",""score"":""149/1"",""crr"":10.52,""rrr"":"""",""pressure"":0.264,""xRuns"":1.67,""xWicket"":0.033,""risk"":0.783,""control"":0.588}"
90,1,14,2,1,6,25,0,0,,TRUE,FALSE,,,,late_cut,point_inside,"{""phase"":""middle"",""score"":""149/1"",""crr"":10.4,""rrr"":"""",""pressure"":0.267,""xRuns"":1.512,""xWicket"":0.029,""risk"":0.592,""control"":0.558}"
91,1,14,3,1,6,25,0,2,leg_bye,TRUE,FALSE,,,,cover_drive,silly_point,"{""phase"":""middle"",""score"":""151/1"",""crr"":10.41,""rrr"":"""",""pressure"":0.27,""xRuns"":1.51,""xWicket"":0.029,""risk"":0.593,""control"":0.625}"
92,1,14,4,1,6,25,0,1,wide,FALSE,FALSE,,,,scoop,square_leg_inside,"{""phase"":""middle"",""score"":""152/1"",""crr"":10.48,""rrr"":"""",""pressure"":0.273,""xRuns"":1.509,""xWicket"":0.006,""risk"":0.594,""control"":0.657}"
93,1,14,4,1,6,25,2,0,,TRUE,FALSE,,,,lofted,point_inside,"{""phase"":""middle"",""score"":""154/1"",""crr"":10.5,""rrr"":"""",""pressure"":0.273,""xRuns"":1.509,""xWicket"":0.029,""risk"":0.594,""control"":0.592}"
94,1,14,5,1,6,25,0,0,,TRUE,FALSE,,,,cover_drive,deep_cover,"{""phase"":""middle"",""score"":""154/1"",""crr"":10.38,""rrr"":"""",""pressure"":0.275,""xRuns"":1.508,""xWicket"":0.029,""risk"":0.595,""control"":0.549}"
95,1,14,6,1,6,25,1,0,,TRUE,FALSE,,,,glance,fine_leg_inside,"{""phase"":""middle"",""score"":""155/1"",""crr"":10.33,""rrr"":"""",""pressure"":0.278,""xRuns"":1.507,""xWicket"":0.03,""risk"":0.597,""control"":0.677}"
96,1,15,1,1,6,29,4,0,,TRUE,FALSE,,,,lofted_drive,mid_on_inside,"{""phase"":""death"",""score"":""159/1"",""crr"":10.48,""rrr"":"""",""pressure"":0.281,""xRuns"":1.401,""xWicket"":0.058,""risk"":0.748,""control"":0.588}"
97,1,15,2,1,6,29,1,0,,TRUE,FALSE,,,,lofted_drive,square_leg_inside,"{""phase"":""death"",""score"":""160/1"",""crr"":10.43,""rrr"":"""",""pressure"":0.284,""xRuns"":1.4,""xWicket"":0.058,""risk"":0.599,""control"":0.489}"
98,1,15,3,6,1,29,0,0,,TRUE,FALSE,,,,scoop,third_point,"{""phase"":""death"",""score"":""160/1"",""crr"":10.32,""rrr"":"""",""pressure"":0.287,""xRuns"":1.556,""xWicket"":0.062,""risk"":0.793,""control"":0.612}"
99,1,15,4,6,1,29,0,0,,TRUE,FALSE,,,,straight_drive,mid_on_inside,"{""phase"":""death"",""score"":""160/1"",""crr"":10.21,""rrr"":"""",""pressure"":0.29,""xRuns"":1.554,""xWicket"":0.062,""risk"":0.795,""control"":0.595}"
100,1,15,5,6,1,29,6,0,,TRUE,FALSE,,,,glance,square_leg_inside,"{""phase"":""death"",""score"":""166/1"",""crr"":10.48,""rrr"":"""",""pressure"":0.292,""xRuns"":1.553,""xWicket"":0.062,""risk"":0.946,""control"":0.543}"
101,1,15,6,6,1,29,1,0,,TRUE,FALSE,,,,clip,deep_square_leg,"{""phase"":""death"",""score"":""167/1"",""crr"":10.44,""rrr"":"""",""pressure"":0.295,""xRuns"":1.552,""xWicket"":0.062,""risk"":0.797,""control"":0.585}"
