match_id,player_id,team_id,role,batting_rating,bowling_rating,aggression,consistency,pressure_handling,runs,balls_faced,strike_rate,wickets,bowling_balls,economy,fantasy_points,form_index,target_runs,target_wickets,target_fantasy_points
4,24,2,Bowler,17,75,77,61,72,0,0,0,4,18,7.33,99.7,0.489,0,4,99.7
4,25,2,Bowler,33,72,57,93,90,0,0,0,1,18,5.33,26.6,0.711,0,1,26.6
4,26,2,Batter,85,6,55,78,83,30,26,115.38,0,0,,31.0,0.819,30,0,31.0
4,27,2,Batter,86,7,75,68,64,54,34,158.82,0,0,,63.0,0.731,54,0,63.0
4,29,2,Bowler,36,83,59,76,48,0,0,0,3,24,9.75,72.65,0.536,0,3,72.65
4,30,2,Batter,86,21,86,51,59,30,18,166.67,0,0,,35.0,0.656,30,0,35.0
4,31,3,Batter,83,11,83,86,79,7,9,77.78,0,0,,8.0,0.828,7,0,8.0
4,32,3,Batter,80,16,88,80,58,10,6,166.67,0,0,,11.0,0.734,10,0,11.0
4,33,3,All-Rounder,77,59,48,70,60,7,9,77.78,0,0,,7.0,0.695,7,0,7.0
4,36,3,Batter,85,20,53,76,51,2,2,100.0,0,0,,2.0,0.716,2,0,2.0
4,37,3,Bowler,35,69,90,84,76,13,8,162.5,0,24,8.0,16.2,0.645,13,0,16.2
4,38,3,Bowler,22,87,82,72,66,25,18,138.89,1,24,7.5,50.5,0.527,25,1,50.5
4,39,3,Bowler,41,67,70,71,92,0,1,0.0,1,24,11.5,20.6,0.668,0,1,20.6
4,40,3,Bowler,42,74,60,87,86,7,9,77.78,0,18,7.33,6.2,0.71,7,0,6.2
4,41,3,Batter,82,24,62,70,51,16,14,114.29,0,0,,17.0,0.685,16,0,17.0
4,42,3,All-Rounder,77,62,73,79,62,31,25,124.0,1,12,8.0,59.6,0.732,31,1,59.6
4,44,3,Bowler,13,89,76,63,61,1,3,33.33,1,18,11.33,23.4,0.449,1,1,23.4
5,17,2,Batter,84,8,85,51,68,12,7,171.43,0,0,,14.0,0.677,12,0,14.0
5,19,2,Wicketkeeper,84,8,59,70,92,2,3,66.67,0,0,,2.0,0.815,2,0,2.0
5,21,2,Batter,79,7,50,59,49,33,16,206.25,0,0,,38.0,0.63,33,0,38.0
5,22,2,Bowler,14,75,56,77,83,6,2,300.0,1,24,5.75,33.55,0.568,6,1,33.55
5,23,2,Bowler,15,73,65,49,87,0,0,0,0,24,11.25,-2.75,0.485,0,0,-2.75
5,24,2,Bowler,17,75,77,61,72,0,0,0,2,24,5.75,51.55,0.489,0,2,51.55
5,25,2,Bowler,33,72,57,93,90,0,0,0,2,24,6.25,50.25,0.711,0,2,50.25
5,26,2,Batter,85,6,55,78,83,37,45,82.22,0,0,,39.0,0.819,37,0,39.0
5,27,2,Batter,86,7,75,68,64,34,23,147.83,0,0,,38.0,0.731,34,0,38.0
5,29,2,Bowler,36,83,59,76,48,16,14,114.29,2,24,7.5,68.0,0.536,16,2,68.0
5,30,2,Batter,86,21,86,51,59,9,4,225.0,0,0,,11.0,0.656,9,0,11.0
5,46,4,Batter,81,24,65,82,47,22,22,100.0,0,0,,25.0,0.711,22,0,25.0
5,47,4,Batter,73,25,77,55,50,5,4,125.0,0,0,,5.0,0.598,5,0,5.0
5,52,4,Bowler,38,83,59,49,80,0,0,0,0,12,7.5,0.25,0.544,0,0,0.25
5,53,4,Bowler,27,84,71,92,82,0,0,0,1,18,8.0,23.4,0.662,0,1,23.4
5,54,4,Bowler,27,84,69,77,66,3,2,150.0,0,18,7.67,2.05,0.562,3,0,2.05
5,55,4,Bowler,35,87,85,69,61,36,23,156.52,2,18,8.33,91.75,0.547,36,2,91.75
5,56,4,Batter,81,21,82,56,49,24,19,126.32,0,0,,28.0,0.626,24,0,28.0
5,57,4,All-Rounder,76,65,88,91,82,4,2,200.0,1,24,10.25,28.35,0.831,4,1,28.35
5,58,4,Batter,78,18,58,52,52,4,7,57.14,0,0,,4.0,0.611,4,0,4.0
5,59,4,Bowler,41,85,60,57,63,24,21,114.29,2,24,7.0,78.8,0.532,24,2,78.8
5,60,4,Batter,84,17,59,65,66,21,20,105.0,0,0,,24.0,0.72,21,0,24.0
6,31,3,Batter,83,11,83,86,79,44,22,200.0,0,0,,53.0,0.828,44,0,53.0
6,32,3,Batter,80,16,88,80,58,1,3,33.33,0,0,,1.0,0.734,1,0,1.0
6,33,3,All-Rounder,77,59,48,70,60,5,14,35.71,0,0,,5.0,0.695,5,0,5.0
6,36,3,Batter,85,20,53,76,51,10,4,250.0,0,0,,12.0,0.716,10,0,12.0
6,37,3,Bowler,35,69,90,84,76,9,4,225.0,1,24,11.5,31.1,0.645,9,1,31.1
6,38,3,Bowler,22,87,82,72,66,14,8,175.0,1,24,7.75,41.85,0.527,14,1,41.85
6,39,3,Bowler,41,67,70,71,92,0,1,0.0,1,24,7.0,25.8,0.668,0,1,25.8
6,40,3,Bowler,42,74,60,87,86,2,4,50.0,0,18,5.0,1.75,0.71,2,0,1.75
6,41,3,Batter,82,24,62,70,51,41,41,100.0,0,0,,46.0,0.685,41,0,46.0
6,42,3,All-Rounder,77,62,73,79,62,3,6,50.0,0,12,11.5,-0.45,0.732,3,0,-0.45
6,44,3,Bowler,13,89,76,63,61,8,8,100.0,0,18,6.33,8.15,0.449,8,0,8.15
6,46,4,Batter,81,24,65,82,47,70,50,140.0,0,0,,80.0,0.711,70,0,80.0
6,47,4,Batter,73,25,77,55,50,0,0,0,0,0,,0.0,0.598,0,0,0.0
6,52,4,Bowler,38,83,59,49,80,0,0,0,1,13,6.46,25.9,0.544,0,1,25.9
6,53,4,Bowler,27,84,71,92,82,0,0,0,1,18,8.33,24.75,0.662,0,1,24.75
6,54,4,Bowler,27,84,69,77,66,0,0,0,2,18,8.0,50.9,0.562,0,2,50.9
6,55,4,Bowler,35,87,85,69,61,0,0,0,0,18,7.0,-0.65,0.547,0,0,-0.65
6,56,4,Batter,81,21,82,56,49,9,7,128.57,0,0,,10.0,0.626,9,0,10.0
6,57,4,All-Rounder,76,65,88,91,82,3,3,100.0,3,24,6.5,78.6,0.831,3,3,78.6
6,58,4,Batter,78,18,58,52,52,15,12,125.0,0,0,,18.0,0.611,15,0,18.0
6,59,4,Bowler,41,85,60,57,63,0,0,0,3,24,7.75,74.35,0.532,0,3,74.35
6,60,4,Batter,84,17,59,65,66,63,48,131.25,0,0,,70.0,0.72,63,0,70.0
7,1,1,Batter,89,20,66,60,49,11,16,68.75,0,0,,12.0,0.668,11,0,12.0
7,2,1,Batter,77,22,64,71,70,0,0,0,0,0,,0.0,0.728,0,0,0.0
7,6,1,Batter,88,25,93,81,54,86,36,238.89,0,0,,103.0,0.753,86,0,103.0
7,7,1,Bowler,24,89,50,91,78,0,0,0,1,18,8.67,24.6,0.636,0,1,24.6
7,8,1,Bowler,17,79,64,82,48,0,0,0,3,18,9.0,74.45,0.49,0,3,74.45
7,9,1,Bowler,42,85,76,57,67,0,0,0,2,21,8.0,50.8,0.547,0,2,50.8
7,10,1,Bowler,30,78,67,76,74,0,0,0,1,12,9.0,26.3,0.593,0,1,26.3
7,12,1,All-Rounder,73,54,63,58,58,0,0,0,1,24,8.0,24.7,0.632,0,1,24.7
7,13,1,Batter,84,22,69,69,48,26,19,136.84,0,0,,30.0,0.679,26,0,30.0
7,14,1,Bowler,22,85,67,64,80,0,0,0,2,24,5.0,52.0,0.541,0,2,52.0
7,15,1,Batter,91,7,77,77,63,31,16,193.75,0,0,,37.0,0.777,31,0,37.0
7,17,2,Batter,84,8,85,51,68,17,9,188.89,0,0,,20.0,0.677,17,0,20.0
7,19,2,Wicketkeeper,84,8,59,70,92,0,1,0.0,0,0,,0.0,0.815,0,0,0.0
7,21,2,Batter,79,7,50,59,49,33,41,80.49,0,0,,37.0,0.63,33,0,37.0
7,22,2,Bowler,14,75,56,77,83,2,3,66.67,0,18,12.33,-1.55,0.568,2,0,-1.55
7,23,2,Bowler,15,73,65,49,87,10,9,111.11,0,18,7.33,10.7,0.485,10,0,10.7
7,24,2,Bowler,17,75,77,61,72,16,8,200.0,0,18,17.0,13.85,0.489,16,0,13.85
7,25,2,Bowler,33,72,57,93,90,9,7,128.57,0,15,14.0,6.25,0.711,9,0,6.25
7,26,2,Batter,85,6,55,78,83,2,3,66.67,0,0,,2.0,0.819,2,0,2.0
7,27,2,Batter,86,7,75,68,64,4,6,66.67,0,0,,4.0,0.731,4,0,4.0
7,29,2,Bowler,36,83,59,76,48,16,21,76.19,2,18,3.67,67.85,0.536,16,2,67.85
7,30,2,Batter,86,21,86,51,59,29,9,322.22,0,0,,35.0,0.656,29,0,35.0
8,1,1,Batter,89,20,66,60,49,58,48,120.83,0,0,,66.0,0.668,58,0,66.0
8,2,1,Batter,77,22,64,71,70,13,9,144.44,0,0,,16.0,0.728,13,0,16.0
8,6,1,Batter,88,25,93,81,54,37,27,137.04,0,0,,42.0,0.753,37,0,42.0
8,7,1,Bowler,24,89,50,91,78,0,0,0,2,18,7.67,48.05,0.636,0,2,48.05
8,8,1,Bowler,17,79,64,82,48,0,0,0,2,18,5.67,51.95,0.49,0,2,51.95
8,9,1,Bowler,42,85,76,57,67,0,0,0,0,24,9.5,-2.7,0.547,0,0,-2.7
8,10,1,Bowler,30,78,67,76,74,0,0,0,0,12,6.0,0.2,0.593,0,0,0.2
8,12,1,All-Rounder,73,54,63,58,58,1,2,50.0,0,24,7.0,0.8,0.632,1,0,0.8
8,13,1,Batter,84,22,69,69,48,23,10,230.0,0,0,,28.0,0.679,23,0,28.0
8,14,1,Bowler,22,85,67,64,80,0,0,0,1,24,7.25,24.15,0.541,0,1,24.15
8,15,1,Batter,91,7,77,77,63,37,24,154.17,0,0,,44.0,0.777,37,0,44.0
8,31,3,Batter,83,11,83,86,79,30,14,214.29,0,0,,36.0,0.828,30,0,36.0
8,32,3,Batter,80,16,88,80,58,23,14,164.29,0,0,,25.0,0.734,23,0,25.0
8,33,3,All-Rounder,77,59,48,70,60,14,8,175.0,0,0,,16.0,0.695,14,0,16.0
8,36,3,Batter,85,20,53,76,51,16,18,88.89,0,0,,17.0,0.716,16,0,17.0
8,37,3,Bowler,35,69,90,84,76,0,0,0,1,24,11.0,22.4,0.645,0,1,22.4
8,38,3,Bowler,22,87,82,72,66,0,0,0,2,24,5.0,51.5,0.527,0,2,51.5
8,39,3,Bowler,41,67,70,71,92,0,0,0,1,24,10.25,20.85,0.668,0,1,20.85
8,40,3,Bowler,42,74,60,87,86,0,0,0,0,18,8.67,-0.4,0.71,0,0,-0.4
8,41,3,Batter,82,24,62,70,51,48,48,100.0,0,0,,53.0,0.685,48,0,53.0
8,42,3,All-Rounder,77,62,73,79,62,12,14,85.71,0,12,11.5,10.55,0.732,12,0,10.55
8,44,3,Bowler,13,89,76,63,61,1,4,25.0,0,18,5.67,2.45,0.449,1,0,2.45
9,1,1,Batter,89,20,66,60,49,1,3,33.33,0,0,,1.0,0.668,1,0,1.0
9,2,1,Batter,77,22,64,71,70,9,11,81.82,0,0,,10.0,0.728,9,0,10.0
9,6,1,Batter,88,25,93,81,54,6,3,200.0,0,0,,6.0,0.753,6,0,6.0
9,7,1,Bowler,24,89,50,91,78,23,18,127.78,0,18,7.67,26.05,0.636,23,0,26.05
9,8,1,Bowler,17,79,64,82,48,0,0,0,0,18,7.0,1.85,0.49,0,0,1.85
9,9,1,Bowler,42,85,76,57,67,9,6,150.0,0,24,11.75,7.45,0.547,9,0,7.45
9,10,1,Bowler,30,78,67,76,74,0,0,0,0,12,11.5,-1.95,0.593,0,0,-1.95
9,12,1,All-Rounder,73,54,63,58,58,11,8,137.5,3,24,10.5,84.7,0.632,11,3,84.7
9,13,1,Batter,84,22,69,69,48,26,30,86.67,0,0,,28.0,0.679,26,0,28.0
9,14,1,Bowler,22,85,67,64,80,11,3,366.67,0,24,7.5,13.0,0.541,11,0,13.0
9,15,1,Batter,91,7,77,77,63,77,38,202.63,0,0,,92.0,0.777,77,0,92.0
9,46,4,Batter,81,24,65,82,47,33,28,117.86,0,0,,38.0,0.711,33,0,38.0
9,47,4,Batter,73,25,77,55,50,0,0,0,0,0,,0.0,0.598,0,0,0.0
9,52,4,Bowler,38,83,59,49,80,0,0,0,3,18,8.33,74.75,0.544,0,3,74.75
9,53,4,Bowler,27,84,71,92,82,0,0,0,0,18,8.0,-1.6,0.662,0,0,-1.6
9,54,4,Bowler,27,84,69,77,66,0,0,0,1,18,7.0,25.35,0.562,0,1,25.35
9,55,4,Bowler,35,87,85,69,61,0,0,0,0,18,9.67,-1.35,0.547,0,0,-1.35
9,56,4,Batter,81,21,82,56,49,70,33,212.12,0,0,,85.0,0.626,70,0,85.0
9,57,4,All-Rounder,76,65,88,91,82,9,4,225.0,0,24,10.0,7.0,0.831,9,0,7.0
9,58,4,Batter,78,18,58,52,52,9,14,64.29,0,0,,9.0,0.611,9,0,9.0
9,59,4,Bowler,41,85,60,57,63,0,0,0,4,24,9.0,99.1,0.532,0,4,99.1
9,60,4,Batter,84,17,59,65,66,63,41,153.66,0,0,,75.0,0.72,63,0,75.0
10,17,2,Batter,84,8,85,51,68,25,11,227.27,0,0,,31.0,0.677,25,0,31.0
10,19,2,Wicketkeeper,84,8,59,70,92,8,14,57.14,0,0,,8.0,0.815,8,0,8.0
10,21,2,Batter,79,7,50,59,49,3,10,30.0,0,0,,3.0,0.63,3,0,3.0
10,22,2,Bowler,14,75,56,77,83,3,4,75.0,2,24,7.0,53.3,0.568,3,2,53.3
10,23,2,Bowler,15,73,65,49,87,1,2,50.0,0,24,11.75,-3.05,0.485,1,0,-3.05
10,24,2,Bowler,17,75,77,61,72,1,2,50.0,1,24,10.5,23.2,0.489,1,1,23.2
10,25,2,Bowler,33,72,57,93,90,0,0,0,1,24,8.0,22.7,0.711,0,1,22.7
10,26,2,Batter,85,6,55,78,83,9,14,64.29,0,0,,9.0,0.819,9,0,9.0
10,27,2,Batter,86,7,75,68,64,27,22,122.73,0,0,,30.0,0.731,27,0,30.0
10,29,2,Bowler,36,83,59,76,48,3,4,75.0,0,24,6.75,3.45,0.536,3,0,3.45
10,30,2,Batter,86,21,86,51,59,13,12,108.33,0,0,,14.0,0.656,13,0,14.0
10,31,3,Batter,83,11,83,86,79,59,45,131.11,0,0,,68.0,0.828,59,0,68.0
10,32,3,Batter,80,16,88,80,58,12,7,171.43,0,0,,14.0,0.734,12,0,14.0
10,33,3,All-Rounder,77,59,48,70,60,2,2,100.0,0,0,,2.0,0.695,2,0,2.0
10,36,3,Batter,85,20,53,76,51,99,62,159.68,0,0,,114.0,0.716,99,0,114.0
10,37,3,Bowler,35,69,90,84,76,0,0,0,4,17,9.18,99.1,0.645,0,4,99.1
10,38,3,Bowler,22,87,82,72,66,0,0,0,3,18,6.67,75.5,0.527,0,3,75.5
10,39,3,Bowler,41,67,70,71,92,0,0,0,1,12,6.5,26.55,0.668,0,1,26.55
10,40,3,Bowler,42,74,60,87,86,0,0,0,2,18,4.0,52.7,0.71,0,2,52.7
10,41,3,Batter,82,24,62,70,51,1,2,50.0,0,0,,1.0,0.685,1,0,1.0
10,42,3,All-Rounder,77,62,73,79,62,1,2,50.0,0,12,4.5,2.65,0.732,1,0,2.65
10,44,3,Bowler,13,89,76,63,61,0,0,0,0,18,5.33,1.6,0.449,0,0,1.6
11,17,2,Batter,84,8,85,51,68,4,3,133.33,0,0,,5.0,0.677,4,0,5.0
11,19,2,Wicketkeeper,84,8,59,70,92,0,2,0.0,0,0,,0.0,0.815,0,0,0.0
11,21,2,Batter,79,7,50,59,49,1,6,16.67,0,0,,1.0,0.63,1,0,1.0
11,22,2,Bowler,14,75,56,77,83,11,4,275.0,3,18,7.67,87.55,0.568,11,3,87.55
11,23,2,Bowler,15,73,65,49,87,0,0,0,0,18,8.0,-0.6,0.485,0,0,-0.6
11,24,2,Bowler,17,75,77,61,72,8,2,400.0,1,18,8.33,35.25,0.489,8,1,35.25
11,25,2,Bowler,33,72,57,93,90,0,0,0,4,17,6.0,100.95,0.711,0,4,100.95
11,26,2,Batter,85,6,55,78,83,1,3,33.33,0,0,,1.0,0.819,1,0,1.0
11,27,2,Batter,86,7,75,68,64,41,35,117.14,0,0,,45.0,0.731,41,0,45.0
11,29,2,Bowler,36,83,59,76,48,22,10,220.0,2,18,6.0,77.3,0.536,22,2,77.3
11,30,2,Batter,86,21,86,51,59,89,55,161.82,0,0,,107.0,0.656,89,0,107.0
11,46,4,Batter,81,24,65,82,47,27,18,150.0,0,0,,31.0,0.711,27,0,31.0
11,47,4,Batter,73,25,77,55,50,14,18,77.78,0,0,,16.0,0.598,14,0,16.0
11,52,4,Bowler,38,83,59,49,80,6,7,85.71,1,18,9.0,30.45,0.544,6,1,30.45
11,53,4,Bowler,27,84,71,92,82,15,9,166.67,0,18,11.33,13.4,0.662,15,0,13.4
11,54,4,Bowler,27,84,69,77,66,7,5,140.0,1,18,6.67,33.5,0.562,7,1,33.5
11,55,4,Bowler,35,87,85,69,61,0,1,0.0,1,18,6.67,25.0,0.547,0,1,25.0
11,56,4,Batter,81,21,82,56,49,4,1,400.0,0,0,,5.0,0.626,4,0,5.0
11,57,4,All-Rounder,76,65,88,91,82,15,13,115.38,2,24,11.25,64.75,0.831,15,2,64.75
11,58,4,Batter,78,18,58,52,52,8,9,88.89,0,0,,9.0,0.611,8,0,9.0
11,59,4,Bowler,41,85,60,57,63,1,1,100.0,2,24,8.75,51.25,0.532,1,2,51.25
11,60,4,Batter,84,17,59,65,66,6,7,85.71,0,0,,7.0,0.72,6,0,7.0
12,31,3,Batter,83,11,83,86,79,0,1,0.0,0,0,,0.0,0.828,0,0,0.0
12,32,3,Batter,80,16,88,80,58,48,34,141.18,0,0,,54.0,0.734,48,0,54.0
12,33,3,All-Rounder,77,59,48,70,60,3,10,30.0,0,0,,3.0,0.695,3,0,3.0
12,36,3,Batter,85,20,53,76,51,2,1,200.0,0,0,,2.0,0.716,2,0,2.0
12,37,3,Bowler,35,69,90,84,76,0,0,0,1,24,12.0,21.3,0.645,0,1,21.3
12,38,3,Bowler,22,87,82,72,66,2,2,100.0,0,24,7.75,1.85,0.527,2,0,1.85
12,39,3,Bowler,41,67,70,71,92,0,0,0,0,24,9.0,-0.4,0.668,0,0,-0.4
12,40,3,Bowler,42,74,60,87,86,0,0,0,1,18,7.33,25.2,0.71,0,1,25.2
12,41,3,Batter,82,24,62,70,51,66,52,126.92,0,0,,73.0,0.685,66,0,73.0
12,42,3,All-Rounder,77,62,73,79,62,12,5,240.0,2,12,10.0,64.0,0.732,12,2,64.0
12,44,3,Bowler,13,89,76,63,61,33,15,220.0,0,18,6.67,41.0,0.449,33,0,41.0
12,46,4,Batter,81,24,65,82,47,66,42,157.14,0,0,,77.0,0.711,66,0,77.0
12,47,4,Batter,73,25,77,55,50,31,16,193.75,0,0,,38.0,0.598,31,0,38.0
12,52,4,Bowler,38,83,59,49,80,0,0,0,2,18,12.0,46.6,0.544,0,2,46.6
12,53,4,Bowler,27,84,71,92,82,0,0,0,0,18,11.33,-2.6,0.662,0,0,-2.6
12,54,4,Bowler,27,84,69,77,66,0,0,0,1,18,7.0,24.35,0.562,0,1,24.35
12,55,4,Bowler,35,87,85,69,61,0,0,0,2,18,4.0,52.2,0.547,0,2,52.2
12,56,4,Batter,81,21,82,56,49,29,22,131.82,0,0,,34.0,0.626,29,0,34.0
12,57,4,All-Rounder,76,65,88,91,82,22,12,183.33,0,24,7.0,29.8,0.831,22,0,29.8
12,58,4,Batter,78,18,58,52,52,10,12,83.33,0,0,,10.0,0.611,10,0,10.0
12,59,4,Bowler,41,85,60,57,63,0,0,0,1,24,10.75,22.55,0.532,0,1,22.55
12,60,4,Batter,84,17,59,65,66,18,16,112.5,0,0,,20.0,0.72,18,0,20.0
